from,to,text,where,time,movie_num,text_processed
anakin,artoo,We're hit!,INT. NABOO STARFIGHTER - COCKPIT - SPACE,18,1,were hit
artoo,anakin,beeps,INT. NABOO STARFIGHTER - COCKPIT - SPACE,9,1,beeps
anakin,artoo,I'm trying to stop! I'm trying to stop! Whoa!,INT. NABOO STARFIGHTER - COCKPIT - SPACE,81,1,im trying to stop im trying to stop whoa
artoo,anakin,beeps,INT. NABOO STARFIGHTER - COCKPIT - SPACE,9,1,beeps
anakin,artoo,Everything's overheated. All the lights are red.,INT. NABOO STARFIGHTER - COCKPIT - SPACE,63,1,everythings overheated all the lights are red
artoo,anakin,beeps,INT. NABOO STARFIGHTER - COCKPIT - SPACE,9,1,beeps
jar jar,x_x,"Dissa bad, berry bombad.",EXT. NABOO GRASS PLAINS - DAY,36,1,dissa bad berry bombad
general ceel,x_x,Mesa hopen dissa working for da Queen.,EXT. NABOO GRASS PLAINS - DAY,63,1,mesa hopen dissa working for da queen
nute,padme,"Your little insurrection is at an end, Your Highness. Time for you to sign the treaty and end this pointless debate in the Senate.",INT. THED - PALACE THRONE ROOM - DAY,216,1,your little insurrection is at an end your highness time for you to sign the treaty and end this pointless debate in the senate
sabe,nute,"I will not be signing any treaty, Viceroy, because you've lost!",INT. THED - PALACE THRONE ROOM - DAY,99,1,i will not be signing any treaty viceroy because youve lost
nute,droids,After her! This one is a decoy!,INT. THED - PALACE THRONE ROOM - DAY,63,1,after her this one is a decoy
capt. panaka,soldats,Jam the doors.,INT. THED - PALACE THRONE ROOM - DAY,27,1,jam the doors
padme,nute,"Now, Viceroy, this is the end of your occupation here.",INT. THED - PALACE THRONE ROOM - DAY,90,1,now viceroy this is the end of your occupation here
qui-gon,obi-wan,It is too late It's,INT. THEED - POWER GENERATOR - MELTING PIT,45,1,it is too late its
obi-wan,qui-gon,No!,INT. THEED - POWER GENERATOR - MELTING PIT,9,1,no
qui-gon,obi-wan,Obi-Wan promise promise me you'll train the boy,INT. THEED - POWER GENERATOR - MELTING PIT,72,1,obiwan promise promise me youll train the boy
obi-wan,qui-gon,"Yes, Master",INT. THEED - POWER GENERATOR - MELTING PIT,18,1,yes master
qui-gon,obi-wan,He is the chosen one he will bring balance train him!,INT. THEED - POWER GENERATOR - MELTING PIT,99,1,he is the chosen one he will bring balance train him
anakin,artoo,Yes! We have power. Shields up.,INT. NABOO STARFIGHTER - COCKPIT - FEDERATION HANGER,54,1,yes we have power shields up
artoo,anakin,beeps,INT. NABOO STARFIGHTER - COCKPIT - FEDERATION HANGER,9,1,beeps
anakin,artoo,Let's get outta here.,INT. NABOO STARFIGHTER - COCKPIT - FEDERATION HANGER,36,1,lets get outta here
artoo,anakin,beeps,INT. NABOO STARFIGHTER - COCKPIT - FEDERATION HANGER,9,1,beeps
anakin,artoo,"Now, this is Podracing.",INT. NABOO STARFIGHTER - COCKPIT - FEDERATION HANGER,36,1,now this is podracing
artoo,anakin,beeps,INT. NABOO STARFIGHTER - COCKPIT - FEDERATION HANGER,9,1,beeps
tey how,dofine,"Sir, we're losing power There is some problem with the main reactor",INT. FEDERATION BATTLESHIP - BRIDGE,108,1,sir were losing power there is some problem with the main reactor
dofine,tey how,Impossible! Nothing can get through our shield.,INT. FEDERATION BATTLESHIP - BRIDGE,63,1,impossible nothing can get through our shield
bravo two,ric olie,What's that? It's blowing up from the inside.,INT. NABOO FIGHTER - COCKPIT - SPACE,72,1,whats that its blowing up from the inside
ric olie,bravo two,"I don't know, we didn't hit it.",INT. NABOO FIGHTER - COCKPIT - SPACE,63,1,i dont know we didnt hit it
bravo three,ric olie,Look! One of ours! Outta the main hold!,INT. NABOO FIGHTER - COCKPIT - SPACE,72,1,look one of ours outta the main hold
jar jar,general ceel,Was'n they doing?,EXT. NABOO GRASS PLAINS - DAY,27,1,wasn they doing
general ceel,jar jar,The control ship has been destroyed. Look!,EXT. NABOO GRASS PLAINS - DAY,63,1,the control ship has been destroyed look
jar jar,general ceel,They all broke-ed.,EXT. NABOO GRASS PLAINS - DAY,27,1,they all brokeed
padme,nute,"Now, Viceroy, you are going to have to go back to the Senate and explain all this.",INT. MAIN HANGER - COURTYARD - DAY,153,1,now viceroy you are going to have to go back to the senate and explain all this
capt. panaka,nute,I think you can kiss your Trade franchise goodbye.,INT. MAIN HANGER - COURTYARD - DAY,81,1,i think you can kiss your trade franchise goodbye
palpatine,obi-wan,"We are indebted to you for your bravery, Obi-Wan Kenobi.",INT. MAIN HANGER - COURTYARD - DAY,90,1,we are indebted to you for your bravery obiwan kenobi
palpatine,anakin,"And you, young Skywalker. We will watch your career with great interest.",INT. MAIN HANGER - COURTYARD - DAY,108,1,and you young skywalker we will watch your career with great interest
amidala,palpatine,"Congratulations on your election, Chancellor. It is so good to see you again.",INT. MAIN HANGER - COURTYARD - DAY,117,1,congratulations on your election chancellor it is so good to see you again
palpatine,amidala,"It's good to be home. Your boldness has saved our people, Your Majesty. It is you who should be congratulated. Together we shall bring peace and prosperity to the Republic.",INT. MAIN HANGER - COURTYARD - DAY,270,1,its good to be home your boldness has saved our people your majesty it is you who should be congratulated together we shall bring peace and prosperity to the republic
yoda,obi-wan,"Confer on you, the level of Jedi Knight the Coucil does. But agree on you taking this boy as your Padawan learner, I do not.",INT. TURRET ROOM - NABOO PALACE - LATE DAY,225,1,confer on you the level of jedi knight the coucil does but agree on you taking this boy as your padawan learner i do not
obi-wan,yoda,Qui-Gon believed in him. I believe in Qui-Gon.,INT. TURRET ROOM - NABOO PALACE - LATE DAY,72,1,quigon believed in him i believe in quigon
yoda,obi-wan,"The Chosen One the boy may be. nevertheless, grave danger I fear in his training.",INT. TURRET ROOM - NABOO PALACE - LATE DAY,135,1,the chosen one the boy may be nevertheless grave danger i fear in his training
obi-wan,yoda,"Master Yoda, I gave Qui-Gon my word. I will train Anakin. Without the approval of the Council if I must.",INT. TURRET ROOM - NABOO PALACE - LATE DAY,180,1,master yoda i gave quigon my word i will train anakin without the approval of the council if i must
yoda,obi-wan,"Qui-Gon's defiance I sense in you. Need that, you do not. Agree, the council does. Your apprentice, young Skywalker will be.",INT. TURRET ROOM - NABOO PALACE - LATE DAY,189,1,quigons defiance i sense in you need that you do not agree the council does your apprentice young skywalker will be
anakin,obi-wan,What will happen to me now?,EXT. THEED - CENTRAL PLAZA - FUNERAL TEMPLE STEPS - SUNSET,54,1,what will happen to me now
obi-wan,anakin,"I am your Master now. You will become a Jedi, I promise.",EXT. THEED - CENTRAL PLAZA - FUNERAL TEMPLE STEPS - SUNSET,108,1,i am your master now you will become a jedi i promise
mace windu,yoda,There is no doubt. The mysterious warrior was a Sith.,EXT. THEED - CENTRAL PLAZA - FUNERAL TEMPLE STEPS - SUNSET,90,1,there is no doubt the mysterious warrior was a sith
yoda,mace windu,Always two there are no more no less. A maste and an apprentice.,EXT. THEED - CENTRAL PLAZA - FUNERAL TEMPLE STEPS - SUNSET,117,1,always two there are no more no less a maste and an apprentice
mace windu,yoda,"But which one was destroyed, the master or the apprentice?",EXT. THEED - CENTRAL PLAZA - FUNERAL TEMPLE STEPS - SUNSET,90,1,but which one was destroyed the master or the apprentice
captain typho,,"We made it. I guess I was wrong, there was no danger at all.","EXT. CORUSCANT, LANDING PLATFORM - DAY",,2,we made it i guess i was wrong there was no danger at all
padme,,Cordé...,"EXT. CORUSCANT, LANDING PLATFORM - DAY",,2,cord
cordé,,"... I'm sorry, m'lady... I'm... not sure I...","EXT. CORUSCANT, LANDING PLATFORM - DAY",,2, im sorry mlady im not sure i
amidala,,No!... No!... No!...,"EXT. CORUSCANT, LANDING PLATFORM - DAY",,2,no no no
amidala,,I should not have come back.,"EXT. CORUSCANT, LANDING PLATFORM - DAY",,2,i should not have come back
captain typho,,"M'Lady, you are still in danger.","EXT. CORUSCANT, LANDING PLATFORM - DAY",,2,mlady you are still in danger
captain typho,,"This vote is very important. You didyour duty and Cordé did hers. Now come. (she doesn't respond) M'Lady, please!","EXT. CORUSCANT, LANDING PLATFORM - DAY",,2,this vote is very important you didyour duty and cord did hers now come she doesnt respond mlady please
mas amedda,,"Order! We shall have order! The motion for the Republic to commission an army takes precedent, and that is what we will vote on at this time.",INT. SENATE CHAMBER - DAY,,2,order we shall have order the motion for the republic to commission an army takes precedent and that is what we will vote on at this time
palpatine,,"...My esteemed colleagues, excuse me... I have just received some tragic and disturbing news. Senator Amidala of the Naboo system... Has been assassinated!",INT. SENATE CHAMBER - DAY,,2,my esteemed colleagues excuse me i have just received some tragic and disturbing news senator amidala of the naboo system has been assassinated
palpatine,,"(continued) This grievous blow is especially personal to me. Before I became Chancellor, I served Amidala when she was Queen. She was a great leader who fought for justice, not only in this honourable assembly, but also on her home planet. She was so loved she could have been elected queen for life. She believed in public service, and she fervently believed in democracy. Her death is a great loss to us all. We will all mourn her as a relentless champion of freedom... and as a dear friend.",INT. SENATE CHAMBER - DAY,,2,continued this grievous blow is especially personal to me before i became chancellor i served amidala when she was queen she was a great leader who fought for justice not only in this honourable assembly but also on her home planet she was so loved she could have been elected queen for life she believed in public service and she fervently believed in democracy her death is a great loss to us all we will all mourn her as a relentless champion of freedom and as a dear friend
senator ask aak,,"How many more Senators will die before this civil strife ends! We must confront these rebels now, and they need an army to do it.",INT. SENATE CHAMBER - DAY,,2,how many more senators will die before this civil strife ends we must confront these rebels now and they need an army to do it
ambassador darsana,,"Why weren't the Jedi able to stop this assassination? We are no longer safe, under their protection.",INT. SENATE CHAMBER - DAY,,2,why werent the jedi able to stop this assassination we are no longer safe under their protection
orn free taa,,The Republic needs more security now! Before it comes to war.,INT. SENATE CHAMBER - DAY,,2,the republic needs more security now before it comes to war
palpatine,,Must I remind the Senator from Malastare that negotiations are continuing with the separatists. Peace is our objective here... not war.,INT. SENATE CHAMBER - DAY,,2,must i remind the senator from malastare that negotiations are continuing with the separatists peace is our objective here not war
amidala,,"My noble colleagues, I concur with the Supreme Chancellor. At all costs, we do not want war!",INT. SENATE CHAMBER - DAY,,2,my noble colleagues i concur with the supreme chancellor at all costs we do not want war
palpatine,,"It is with great surprise and joy the chair recognises the Senator from Naboo, PADME Amidala.",INT. SENATE CHAMBER - DAY,,2,it is with great surprise and joy the chair recognises the senator from naboo padme amidala
padme,,"Less than an hour ago, an assassination attempt was made against my life. One of my bodyguards and six others were ruthlessly and senselessly murdered. I was the target but, more importantly, I believe this security measure before you, was the target. I have led the opposition to build an army... but there is someone in this body who will stop at nothing to assure it's passage...",INT. SENATE CHAMBER - DAY,,2,less than an hour ago an assassination attempt was made against my life one of my bodyguards and six others were ruthlessly and senselessly murdered i was the target but more importantly i believe this security measure before you was the target i have led the opposition to build an army but there is someone in this body who will stop at nothing to assure its passage
padme,,"(continuing) I warn you, if you vote to create this army, war will follow. I have experienced the misery of war first-hand; I do not wish to do it again.",INT. SENATE CHAMBER - DAY,,2,continuing i warn you if you vote to create this army war will follow i have experienced the misery of war firsthand i do not wish to do it again
padme,,"Wake up, Senators... you must wake up! If you offer the separatists violence, they can only show us violence in return! Many will lose their lives. All will lose their freedom. This decision could very well destroy the very foundation of our great Republic. I pray you do not let fear push you into a disastrous decision. Vote down this security measure, which is nothing less than a declaration of war! Does anyone here want that? I cannot believe they do.",INT. SENATE CHAMBER - DAY,,2,wake up senators you must wake up if you offer the separatists violence they can only show us violence in return many will lose their lives all will lose their freedom this decision could very well destroy the very foundation of our great republic i pray you do not let fear push you into a disastrous decision vote down this security measure which is nothing less than a declaration of war does anyone here want that i cannot believe they do
orn free taa,,My motion to defer the vote must be dealt with first. That is the rule of law.,INT. SENATE CHAMBER - DAY,,2,my motion to defer the vote must be dealt with first that is the rule of law
palpatine,,"Due to the lateness of the hour and the seriousness of this motion, we will take up these matters tomorrow. Until then, the Senate stands adjourned.",INT. SENATE CHAMBER - DAY,,2,due to the lateness of the hour and the seriousness of this motion we will take up these matters tomorrow until then the senate stands adjourned
palpatine,,"I don't know how much longer I can hold off the vote, my friends. More and more star systems are joining the separatists.",INT. CHANCELLOR'S OFFICE - DAY,,2,i dont know how much longer i can hold off the vote my friends more and more star systems are joining the separatists
mace windu,,If they do break away -,INT. CHANCELLOR'S OFFICE - DAY,,2,if they do break away 
palpatine,,No! I will not let that happen!,INT. CHANCELLOR'S OFFICE - DAY,,2,no i will not let that happen
