name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
Vin-Vin's Wheelhouse,Bar,,,,,,,,,"New Xaxxis, Metagos",,
Vindicator-class heavy cruiser,Heavy cruiser,,Galactic Empire,,,,,,,,,
Vine Matron,Patron saint,,,Female,,,,,,,,
Vintian Mineral Mousse,Dessert,,Docking Bay 7 Food and Cargo,,,,,,,,,
Violarza,Club,,,,,,,,,Seswenna City,,
Violet,Freighter,,Alliance to Restore the Republic,,,,,,,,,
Violet E-Web,Heavy repeating blaster,,Galactic Empire,,,,,,,,,
Violet Trooper,Stormtrooper armor,,Galactic Empire,,,,,,,,,
Vipers,Mercenary group,,Confederacy of Independent Systems,,,,,,,,,
Viral bomb,Bomb,,Confederacy of Independent Systems,,,,,,,,,
Virgillian Free Alignment,Resistance movement,,Alliance to Restore the Republic,,,,,,,,,
Virujansi garrison,Garrison,,Galactic Empire,,,,,,,Virujansi,,
Viscid Bog,Swamp,,,,,,,,,Koboh,,
Vitiator,Star Destroyer,,Galactic Empire,,,,,,,,,
Viv'Nia's training lightsaber,Training lightsaber,,Jedi Order,,,,,,,,,
Vivan cargo ship,Freighter,,Chiss Ascendancy,,,,,,,,,
Vix Fonnick's lightsaber,Single-bladed lightsaber,,Jedi Order,,,,,,,,,
Vlemoth Port battalion,Infantry,,Old Mandalorians,,,,,,,Vlemoth Port,,
Voe's lightsaber,Single-blade,,Jedi Order,,,,,,,,,
Volcanic environment stormtrooper,Specialized stormtrooper variant,,Galactic Empire,,,,,,,,,
Vorah Key,Island,,,,,,,,,"Windward Chain, Gem Cities of Kwenn",,
Vorashian Sea,Sea,,,,,,,,,Hosnian Prime,,
Vortex detonator,Explosive,,Galactic Empire,,,,,,,,,
Voyager Dawn,Cruiser,,Jedi Order,,,,,,,,,
Vranki's Hotel and Casino,Space station,,Vranki the Blue,,,,,,,,,
Vrogas Vas company,Infantry,,Alliance to Restore the Republic,,,,,,,,,
Vroma's home,Home,,,,,,,,,Hon-Tallos,,
VT-327 transport bus,Speeder bus,,Vespaara Tours,,,,,,,,,
Vueve Clicquot,Wine,,Crown of Corellia Dining Room,,,,,,,,,
Vulpinus Nebula Imperial fleet,Fleet,,Galactic Empire,,,,,,,Vulpinus Nebula,,
Vuutun Palaa,Battleship,,Trade Federation,,,,,,,,,
VZ-114,Star Destroyer,,Galactic Empire,,,,,,,,,
Walkie talkie,Comlink,,Skeleton Crew,,,,,,,,,
Wan Sandage's Podracer,Podracer,,Wan Sandage,,,,,,,,,
Wan-shen,Ax,,Matukai,,,,,,,,,
Wandering Star,Criminal syndicate,,Crymorah Syndicate,,,,,,,,,
War cloud,Weaponized gas,,Nihil,,,,,,,,,
War Council Advisory Panel,Advisory council,,Galactic Republic,,,,,,,,,
War Cruiser,Cruiser,,Son-tuul Pride,,,,,,,,,
War Faction,Political faction,,Confederacy of Independent Systems,,,,,,,,,
War-Faith,Military,,Kingdom of Shu-Torun,,,,,,,Shu-Torun,,
Warbird gang,Pirate gang,,First Order,,,,,,,,,
Warbird starfighter,Starfighter,,Warbird gang,,,,,,,,,
Warblade Squad,Aerial infantry,,Sith Eternal,,,,,,,,,
Warlord E-Web,Heavy repeating blaster,,Galactic Empire,,,,,,,,,
Wartaki Islands,Island group,,,,,,,,,Kashyyyk,,
Watchtower (troop ship),Shuttle,,Galactic Empire,,,,,,,,,
Watith gunboat,Gunboat,,Fsir,,,,,,,,,
Waveskimmer,Surface ship,,Galactic Empire,,,,,,,,,
Waxer's platoon,Infantry,,Galactic Republic,,,,,,,Umbara,,
Way of Clarity,Shuttle,,Path of the Open Hand,,,,,,,,,
Wayfar Cantina,Cantina,,,,,,,,,"Wayfar, Tatooine",,
WE-11 blaster pistol,Blaster pistol,,Hidden Path,,,,,,,,,
Weather balloon,Balloon,,Jedi Order,,,,,,,,,
Wedge Antilles' X-wing,Starfighter,,Alliance to Restore the Republic,,,,,,,,,
Weebo's farm,Farm,,Weebo,,,,,,,Tenoo,,
Weequay blaster lance,Blaster rifle,,Ohnaka Gang,,,,,,,,,
Weequay blaster pistol,Blaster pistol,,Hutt Clan,,,,,,,,,
Weik Greatsword,Melee weapon,,Weik,,,,,,,,,
Wellness district,District,,,,,,,,,"Galactic City, Coruscant",,
Wes Vinik's lightsaber,Single-bladed lightsaber,,Jedi Order,,,,,,,,,
West Hall,Hall,,,,,,,,,"Cloud City, Bespin",,
West Team,Security,,Preox-Morlana,,,,,,,Ferrix,,
Western Provinces,Region,,,,,,,,,Naboo,,
Westhill cliffs,Cliffs,,Galactic Empire,,,,,,,"Canto Bight, Cantonica",,
Westhill Palace,Mansion,,Galactic Empire (secretly),,,,,,,"Westhill cliffs, Canto Bight, Cantonica",,
Westwind,Shuttle,,Jedi Order,,,,,,,,,
Wet-weather gear stormtrooper,Stormtrooper variant,,Galactic Empire,,,,,,,,,
Whetstone,Kilji war cruiser,,Kilji Illumine,,,,,,,,,
Whipped Eggs,Breakfast food,,Crown of Corellia Dining Room,,,,,,,,,
Whirlwind (Chiss),Starship,,Chiss Ascendancy,,,,,,,,,
Whisper Bird,Shuttle,,Graf family,,,,,,,,,
Whisperbird (Chiss light cruiser),Light cruiser,,Chiss Ascendancy,,,,,,,,,
Whistling bird,Explosive projectile,,Mandalorian,,,,,,,,,
White Wampa Ale,Alcoholic beverage,,Oga's Cantina,,,,,,,,,
Wilco's company,Infantry,,Galactic Empire,,,,,,,"Castle Serenno, Serenno",,
Wild Bow,Composite bow,,Hunters of the Outer Rim,,,,,,,,,
Wild Wollina's Animal Adventures,Zoo,,Wollina's criminal syndicate,,,,,,,Hon-Tallos,,
Wilderness fighter,Special forces,,Alliance to Restore the Republic,,,,,,,,,
Wildfire,Infantry,,Galactic Republic,,,,,,,Naboo,,
Willrow Hood's living quarters,Quarters,,,,,,,,,"Cloud City, Bespin",,
Wim's home,House,,,,,,,,,At Attin,,
Windward Chain,Island chain,,,,,,,,,Gem Cities of Kwenn,,
Windy Cliff,Cliff,,,,,,,,,"Grazing Fields, Toshara",,
Wishful Thinking,Shuttle,,Jedi Order,,,,,,,,,
Witches Horn,Cliff,,Nightsisters,,,,,,,"Strangled Cliffs, Dathomir",,
Witches' Staff,Staff,,Nightsisters,,,,,,,,,
Witherbloom,Freighter,,Galactic Republic,,,,,,,,,
Withrafisp Road,Road,,Satrapy of Myrra,,,,,,,Akiva,,
WJ-880 blinding helmet,Helmet,,Jedi Order,,,,,,,,,
Womp Rats Club,Club,,Hunters of the Outer Rim,,,,,,,,,
Wonto District,City district,,,,,,,,,"Mos Eisley, Tatooine",,
Wonto District market,Bazaar,,,,,,,,,"Wonto District, Mos Eisley, Tatooine",,
Wookiee Council,Council,,Galactic Republic,,,,,,,,,
Wookiee warrior,Wookiee infantry,,Galactic Republic,,,,,,,,,
Wookiee-Ookiee,Cookie,,Milk Stand,,,,,,,,,
World Between Worlds,Ethereal realm,,The Force,,,,,,,,,
Wormie water,Beverage,,The Restraining Bolt,,,,,,,,,
Wrath (space station),Space station,,Galactic Empire,,,,,,,,,
Wrath battle group,Battle group,,Galactic Empire,,,,,,,Border between the Mid Rim and Outer Rim,,
Wreck Cluster,Debris field,,,,,,,,,Toshaal system,,
Wreckers (saboteurs),Saboteur team,,Alliance to Restore the Republic,,,,,,,,,
Wren Stronghold,Stronghold,,Clan Wren,,,,,,,Krownest,,
Wrist blaster,Blaster,,Confederacy of Independent Systems,,,,,,,,,
Wroshyr Mural,Memorial,,,,,,,,,Kashyyyk,,
WUD-500 star yacht,Star yacht,,Alliance to Restore the Republic,,,,,,,,,
Wurtz's fleet,Fleet,,Galactic Republic,,,,,,,Christoph system,,
Wyl Lark's squadron,Garrison (during Cerberon system campaign),,New Republic,,,,,,,"Troithe, Cerberon system",,
Xa Fel shipyards,Shipyard,,Galactic Empire,,,,,,,Xa Fel,,
Xanaven's Tempest,Tempest,,Nihil,,,,,,,,,
Xet's necklace,Data crystal necklace,,Crimson Dawn,,,,,,,,,
Xev's hideout,Space station,,Xrexus Cartel,,,,,,,,,
Xia family,Family,Human,Land & Sky Corporation,,,,,,,,,
Xiono family,Family,Human,New Republic,,,,,,,,,
Xiri A'lbaran's starfighter,Starfighter,,E'ronoh's military,,,,,,,,,
Xodlak family,Chiss family,Chiss,Ten Ruling Families,,,,,,,,,
Xodlak fleet,Family fleet,,Chiss Ascendancy,,,,,,,,,
Xouri family,Family,Evereni,,,,,,,,,,
XS-IV Assault Cannon,Assault cannon,,Gideon's Imperial remnant,,,,,,,,,
XT Beetle Transport,Transport,,Trade Federation,,,,,,,,,
Xylan's quarters,Quarters,,Graf family,,,,,,,Lightning Crash,,
Y 4,Starfighter,,Alliance to Restore the Republic,,,,,,,,,
Y-wing scout bomber,Starfighter/Bomber,,Phoenix Cell,,,,,,,,,
Yaddle's lightsaber,Single-blade,,Jedi Order,,,,,,,,,
Yadeez,Bulk freighter,,Galactic Empire,,,,,,,,,
Yaga Minor shipyards,Shipyards,,Galactic Empire,,,,,,,Yaga Minor,,
Yaga Minor Ubiqtorate Base,Base,,Galactic Empire,,,,,,,Yaga Minor,,
Yard (Korvix Vorn),Yard,,Nihil,,,,,,,Korvix Vorn,,
Yarna d'al' Gargan's tribe,Tribe,Askajian,,,,,,,,,,
Yarrum Desert,Desert,,,,,,,,,Yarrum,,
Yarrum Tower,Tower,,Yarrum Tower pirates,,,,,,,Yarrum,,
Yarrum Tower marketplace,Marketplace,,,,,,,,,"Yarrum Tower, Yarrum",,
Yates's Podracer,Repulsorcraft,,Yates,,,,,,,,,
Yavin 4 Special Forces division,Special forces,,Alliance to Restore the Republic,,,,,,,,,
Yavin's Hope,Cruiser,,Alliance to Restore the Republic,,,,,,,,,
Yeager's ship,Racer,,Team Fireball,,,,,,,,,
Yekkabird,Patrol cruiser,,Galactic Republic,,,,,,,,,
Yellow Curry Tip Yip Chicken Salad,Salad,,Crown of Corellia Dining Room,,,,,,,,,
Yerdua Poison Spitter Drop,Non-alcoholic beverage,,Sublight Lounge,,,,,,,,,
Yewl's guard,Special forces,,Galactic Empire,,,,,,,,,
Yitabo government,Civilian government,,Galactic Republic,,,,,,,,,
Yiv's battle forces,Military,,Nikardun Destiny,,,,,,,,,
Yiv's gun,Gun,,Nikardun Destiny,,,,,,,,,
Yobshrimp Mix Stew with Swamp Grains,Entrée dish,,Docking Bay 7 Food and Cargo,,,,,,,,,
Yobshrimp Noodle Salad,Salad,,Docking Bay 7 Food and Cargo,,,,,,,,,
Yocola Azalus,Punch,,H'unn Cabaret Pit,,,,,,,,,
Yoda's fighter,Starfighter,,Jedi Order,,,,,,,,,
Yoda's lightsaber,Single-blade,,Jedi Order,,,,,,,,,
Yoda's regiment,Infantry,,Galactic Republic,,,,,,,"Petranaki Arena, Geonosis",,
Yoda's Republic taskforce,Task force,,Galactic Republic,,,,,,,Kashyyyk,,
Yoda's second lightsaber,Single-blade,,Jedi Order,,,,,,,,,
Yoda's squad,Infantry,,Galactic Republic,,,,,,,"Petranaki Arena, Geonosis",,
Yoda's squad (Rugosa),Infantry,,Galactic Republic,,,,,,,Rugosa,,
Yomo Council,Council,,Shiortuun Syndicate,,,,,,,,,
Yord Fandar's lightsaber,Single-blade,,Jedi Order,,,,,,,,,
Yost system fleet,Fleet,,Galactic Empire,,,,,,,Yost system,,
Youngling Care Space Station,Space station,,Galactic Society of Creature Enthusiasts,,,,,,,,,
Yub Nub,Cocktail,,Oga's Cantina,,,,,,,,,
Zab's squad,Infantry,,Alliance to Restore the Republic,,,,,,,,,
Zadina Mkampa's Sith holocron,Holocron,,Sith,,,,,,,,,
Zagyar's blaster,Blaster rifle,,Nihil,,,,,,,,,
Zakku Rain Cartel,Crime syndicate,,Batalla's outlaws,,,,,,,,,
Zaly Shield,Shield,,Confederacy of Independent Systems,,,,,,,,,
Zap rod,Melee weapon,,Galactic Empire,,,,,,,,,
Zeen Mrala's quarters,Quarters,,,,,,,,,Starlight Beacon,,
Zeetar's Tempest,Tempest,,Nihil,,,,,,,,,
Zepher's shop,Starship depot,,Jedi Order,,,,,,,Dedoon,,
Zerek Besh,Criminal syndicate (cover),,Galactic Empire (secretly),,,,,,,,,
Zero-G Special,Beverage,,Aunt Z's Tavern,,,,,,,,,
Zeta-class shuttle,Shuttle,,Galactic Empire,,,,,,,,,
Zeva Bliss's Centurion-class battlecruiser,Battlecruiser,,Spice Runners of Kijimi,,,,,,,,,
Zia's lightsaber,Single-bladed lightsaber,,Jedi Order,,,,,,,,,
Zian (street food stall),Street food stall,,,,,,,,,"Myrra, Akiva",,
Zillo tank,Tank,,Galactic Empire,,,,,,,,,
Ziro the Hutt's criminal organization,Criminal syndicate,,Hutt Clan,,,,,,,,,
Zoochberry Surprise,Dessert,,Tuggs' Grub,,,,,,,,,
Zoological academy,Academy,,,,,,,,,Alderaan,,
Zoulshaus,Nightclub,,,,,,,,,Galator III,,
Zssik Clan,Mercenary clan,,Galactic Empire,,,,,,,,,
Zuckuss' clan,Clan,Gand,,,,,,,,,,
Zukkel,Physical currency,,,,,,,,,Jedha,,
ZV-9 freighter,Freighter,,New Republic,,,,,,,,,
Zyboh Key,Island,,,,,,,,,"Windward Chain, Gem Cities of Kwenn",,
Zygerrian energy bow,Crossbow,,Zygerrian Slave Empire,,,,,,,,,
Zygerrian Slave Empire,Empire,,Confederacy of Independent Systems,,,,,,,,,
Zyle's shuttle,Shuttle,,Nihil,,,,,,,,,
MSE series,,,Galactic Republic,Masculine programming,,,,,,,,Repair droid
Tanandra Frullich,,,Scoggan,Feminine programming,,,,,,,,Comm Virus
"""Avenger""",,Human,First Order,,,,,,,,,
"""Backdraft""",,Human,First Order,Male,He/him,Black,Light,,,,,
"""Backstabber""",,Human (Corellian),Galactic Empire,Male,,,,Corellia,"0 BBY, Yavin system",,,
"""Blackout""",,Human,First Order,,,,,,,,,
"""Breach""",,Human,First Order,,,,,,,,,
"""Chaser""",,Human,Galactic Empire,,,,,,,,,
"""Duchess""",,Human,Galactic Empire,Female,,Brown,Light,,,,Green,
"""Ember""",,Human,First Order,,They/them,Brown,Light,,,,Brown,
"""Grudge""",,Human,First Order,,,,,,,,,
"""Holo""",,Human,First Order,Non-binary,They/them,Brown,Light,,,,Brown,
"""Longshot""",,Human,First Order,,,,,,,,,
"""Midnight""",,Human,First Order,Male,He/him,Dark blonde,Fair,,,,,
"""Muse""",,Human,First Order,,She/her,,,,,,,
"""Nightfall""",,Human,First Order,,,,,,,,,
"""Null""",,Human,First Order,,,,,,,,,
"""Pure Sabacc""",,Human,Galactic Empire,Male,,Red,Light,,,,Grey,
"""Quickdraw""",,Human,First Order,Female,She/her,Dark blonde,Light,,,,,
"""Recoil""",,Human,First Order,,,,,,,,,
"""Rush""",,Human,First Order,,,,,,,,,
"""Static""",,Human,First Order,,,,,,,,,
"""Vizier""",,Human,Galactic Empire,,,,,,,,,
"""Wampa""",,Human,Galactic Empire,,He/him,,,,,,,
"""Whirlwind""",,Human,First Order,,,,,,,,,
"""Wrath""",,Human,First Order,,,,,,,,,
"""Youngster""",,Human,Galactic Empire,,,,,,,,,
1138 (First Order),,Human,First Order,,,,,,,,,
1151,,Human (clone),Galactic Republic,Male,He/him,"Black, later red",Tan,Kamino,,,Brown,
224 (Coruscant Security Force),,Human,Galactic Republic,,,,Light,,"Between 20 and 19 BBY,",,,
3-6,,Human,Galactic Empire,,,,,,"1 BBY,",,,
3-9,,Human,Galactic Empire,,,,Light,,2 BBY,,Brown,
7173,,Human,Galactic Empire,,,,,,"14 BBY,",,,
8123,,Humanoid,Benelex Marshal Service,,,,,,,,,
926,,Human,First Order,,He/him,,,,,,,
A'Koba,,Tusken Raider,,Male,He/him,,,Tatooine,,,,
A'lbaran,,Human,,Male,He/him,White,,E'ronoh,,,,
A'Shar Farless,,Human,Galactic Empire,Male,,Black,Brown,,,,Black,
A'Vor,,Tusken Raider,,Male,He/him,,,Tatooine,,,,
A'Vor's twin,,Tusken Raider,,Male,,,,Tatooine,,,,
A'Yark,,Tusken Raider,,,,,,Tatooine,,,,
Aaila,,Human,,Female,She/her,,,,,,,
Aang,,Roonan,Galactic Republic,,He/him,,Gray,,,,Blue,
Aarton Chireen,,Human,Resistance,Male,He/him,Black,Tan,Jaymir,,,Brown,
Aayla Secura,,Twi'lek (Rutian),Jedi Order,Female,She/her,,Blue,Ryloth,"19 BBY, Felucia",,Hazel,
Ab'begh,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
Ab'begh's caregiver,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
Abadoo,,Hoover,Maz Kanata's pirate crew,Male,He/him,,Light Brown,,,,Black,
Abda,,Kage,Path of the Open Hand,Female,She/her,,Pale grey,Quarzite,"382 BBY, E'ronoh",,Pink,
Abda's brother,,Kage,,Male,,,,Quarzite,,,,
Abda's parents,,Kage,,,,,,Quarzite,,,,
Abediah Viess,,Mirialan,Viess's army,Female,She/her,Black,Green (with black tattoos),Sarumo,,,Blue,
Abednedo (planet),,Abednedo,Galactic Republic,,,,,,,,,
Aber,,A species,,,She/her,,,,,,,
Able Nereno,,Rodian,Alliance to Restore the Republic,Male,,,,,"4 ABY, Redemption, Endor system",,,
Abrion sector,,Ukians,Galactic Republic,,,,,,,,,
Abrish,,Muun,MaDall's empire,Male,,,Green,,,,Gold,
Acantha,,Nephran,Norikus gang,,She/her,,,,,,,
Ace Kallisto,,Human,Ace Kallisto's crew,Female,She/her,Light gray,Light,Rex Strata,,,Green-yellow,
Achk Med-Beq,,Human,,,,Black,Dark,,,,Brown,
Ackbar family,,Mon Calamari,Mon Calamari monarchy,,,,,,,,,
Ackmena,,Human,Chalmun's Spaceport Cantina,Female,She/her,Gray,Light,,,,,
Ackmora,,Mon Calamari,Jedi Order,Male,He/him,,Green,Mon Cala,,,,
AD-2508,,Human,First Order,,,,,,,,,
Ada-Li Carro,,Human,Jedi Order,Female,She/her,White,Light,,"228 BBY, Palagosal",,Brown,
Adame,,Human,Alliance to Restore the Republic,Male,,,,,,,,
Adampo,,Yarkora,Jedi Order,,He/him,Blond,,,"228 BBY, Inad Komesh",,,
Adar Tallon,,Human,Galactic Republic,,He/him,Black,Light,,,,Blue,
Addar,,Human,Church of the Force,,He/him,,,,,,,
Addar's mother,,Human,Church of the Force,Female,,,,,,,,
Adea Rite,,Human,Galactic Empire,Female,She/her,,,Corellia,"5 ABY,",,,
Adelaide Tagge,,Human,Tagge Corporation,,,Blonde,Pale,,,,,
Aderat,,Human,First Order,Male,He/him,Blond,Pale,,,,,
Adi Gallia,,Tholothian,Jedi Order,Female,She/her,,Dark (with a blue hue),Coruscant,"19 BBY, Florrum",,Blue,
Adlee,,Ottegan,,Female,,,,,,,,
Adnama,,Human,,,,Pink,Light,,,,,
Adomo,,Fathier,,Female,,,,,,,,
Adrialla,,Human,Eiram government,Female,She/her,,Brown,Eiram,,,Brown,
Adwin Charu,,Human,Red Key Raiders,Male,He/him,,,,,,,
Ady Sun'Zee,,Mirialan,Jedi Order,Female,She/her,,Purple (with purple tattoos),,,,Green,
Aebal,,Rodian,Jedi Order,,He/him,,,,"230 BBY, Valo",,,
Aeliar,,Human,Alliance to Restore the Republic,Female,She/her,Blonde,Light,,,,Blue,
Aemon Gremm,,Hylobon,Crimson Dawn,Male,He/him,Orange,Grey,,"10 BBY, Savareen",,Black,
Aeos Prime,,Aeosian,Alliance to Restore the Republic,,,,,,,,,Terrestrial
Aero,,Human,Galactic Empire,,,,,,,,,
Affadar,,T'Laeem,Galactic Empire,,,,,,,,,
Affanar,,Ho'Din,Nihil,,,,Yellow-green,,"229 BBY, Ballum",,Black,
Affie Hollow,,Human,Byne Guild,Female,She/her,Brown,Tan,,,,,
Affie Hollow's father,,Human,Byne Guild,Male,He/him,,,,"By 232 BBY, Amaxine space station",,,
Affie Hollow's mother,,Human,Byne Guild,Female,,,,,"By 232 BBY, Amaxine Space Station",,,
Afflas,,Zeltron,,Female,,,,,,,,
Aftab Ackbar,,Mon Calamari,Mon Calamari monarchy,Male,He/him,,Beige,Mon Cala,,,Gold,
Aga (Imperial),,Human,Galactic Empire,Female,,White,Light,,,,Blue,
Agaris,,Agarian (adopted),Galactic Empire,,,,,,,,,
Agen Kolar,,Zabrak (Iridonian),Jedi Order,Male,He/him,Black,Dark,Coruscant,"19 BBY,",,Brown,
Aggadeen,,Human,Galactic Empire,Male,He/him,,Fair,,"Sometime after the Assault on Cymoon, Coruscant",,Blue,
Agira,,Imroosian,House of Organa,Female,She/her,Brown,White,Imroosia,,,Brown,
Agnon,,Human,New Republic,Male,,Black,Light,,,,Gray,
Agon,,Ridlay species,,,,,Blue-gray,Ridlay,,,Black,
Agrippa Aldrete,,Human,Galactic Republic,Male,He/him,Gray,Light,,,,Blue,
Agruss,,Zygerrian,Zygerrian Slave Empire,Male,He/him,Blue,Gray,Zygerria,"20 BBY,",,Brown,
Ahch-To,,Lanai,Jedi Order,,,,,,,,,
Ahmar,,Ahmar's species,Jedi Order,,He/him,,Green and tan,,"19 BBY, Nur",,Yellow,
Ahoec,,Mon Calamari,,Female,She/her,,,,,,,
Ahr,,Human,Galactic Empire,Male,He/him,Gray,Light,,"c. 2 BBY, Kankalo Belt Containment Zone",,Brown,
Ahr's subordinate,,Human,Galactic Empire,,,Brown,Light,,"c. 2 BBY, Kankalo Belt Containment Zone",,Brown,
Ahsoka Tano,,Togruta,Jedi Order,Female,She/her,,Orange (with white markings and blue stripes),Shili,"20 BBY, Mortis",,Blue,
Ahsoka Tano's howler,,Howler,Thrawn's forces,,,Brown,,Peridea,,,,
Ahsoka's informant,,Anx,,,,,Tan,,,,Black,
Ai-Dan Yelooc,,Human,Jedi Order,Male,,Blond with a blue streak,Light,,,,,
Aida Forte,,Nikto (Kadas'sa'Nikto),Jedi Order,Female,She/her,,Green,,"382 BBY, Dalna",,,
Aika Lars,,Human,,Female,,,,,Prior to 22 BBY,,,
Aila Bren,,Human,,,She/her,Red,Light,,,,Brown,
Ailish,,Tarlafar,,Female,She/her,White,Pink,,,,,
Ainlee Teem,,Gran,Galactic Republic,,,,Tan,Malastare,,,Green,
Aiolin Astarte,,Human,Galactic Empire,Female,She/her,Blonde,Light,Celanon,"0 ABY, Shu-Torun",,Blue,
Aira,,Iakaru,,,,Brown,Light,,,,Yellow,
Airen Cracken,,Human,Alliance to Restore the Republic,,He/him,Graying,Fair,Contruum,,,Sea-green,
Airo,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,"c. 22 BBY, Abrion Major",,Brown,
Ak-Mal,,Weequay,Desilijic,,He/him,,,Sriluur,,,,
Ak-rev,,Weequay,Max Rebo Band,Male,He/him,Brown,Brown,Sriluur,,,,
Ak-rev's clan mother,,Weequay,,Female,,,Brown,,,,,
Akar Duel,,Duros,,Male,,,Green,,,,Red,
Akar-Deshu,,Mahran,Jedi Order,Male,,Blue,,,"19 BBY,",,Golden,
Akenathen Tandin,,Human (Onderonian),Royal Court of Onderon,Male,He/him,Gray,Tan,Onderon,,,Green,
Akiva,,Ahia-Ko,Trade Federation,,,,,,,,,
Akkani,,Eopie,,,,,,Tatooine,,,,
Akko,,Human,Jabba's criminal empire,Male,,Brown,Dark,,,,Brown,
Akray,,Nazzar,,Female,She/her,Brown fur,,,,,,
Aks Moe,,Gran,Congress of Malastare,,He/him,,Orange-yellow,Malastare,Between 24 BBY and 22 BBY,,Black,
Aksali Noll,,Human,Starfallers,Female,She/her,,,,,,,
Akshaya Ponta,,Human,,Female,she/her,Black,Dark brown with red undertones,Skuhl,"Around 4 BBY,",,,
Aksind,,Human,Galactic Empire,Male,,,,,"2 BBY, Darkhawk",,,
Aktropaw,,Zabrak (Dathomirian),Nightsisters,Female,She/her,,White (with black markings),Peridea,,,Black,
Akuna family,,Human,Jedi Order,,,,,,,,,
Al,,Human,Team Colossus,Male,He/him,Gray,Light,Castilon,,,Dark,
Al'iastov's former caregiver,,Chiss,Chiss Ascendancy,Female,,,,,,,,
Alabash (officer),,Human,Canto Bight Police Department,Male,,,,,,,,
Alak,,Human,Maz Kanata's pirate crew,Male,He/him,,Tan,,By 229 BBY,,Brown,
Alay Thurya,,Twi'lek,Jedi Order,,,,Purple,,,,,
Alayus Bolandin,,Human,Galactic Empire,Male,,Brown,Light,,,,Blue,
Albee,,Abednedo,Resistance,,,,,,,,,
Albee Dewaw,,A species,Balnab,Male,,,,Balnab,,,,
Albrekh,,Symeong,First Order,Male,He/him,Brown,Fair,,,,,
Alcida-Auka,,Lanai,Caretakers,Female,She/her,,Gray and white,Ahch-To,,,Blue,
Alcida-Auka's mother,,Lanai,Caretakers,Female,,,,Ahch-To,,,,
Aldar Beedo,,Glymphid,,Male,,,"Yellow, blue, gray, beige",Ploo II,,,Orange,
Aldic Nelleer,,Human,Skungy Gungus and the Refractors,,She/her,Black,Dark,,,,,
