name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
wet-weather gear stormtrooper,Stormtrooper variant,,Galactic Empire,,,,,,,,,
whetstone,Kilji war cruiser,,Kilji Illumine,,,,,,,,,
whipped eggs,Breakfast food,,Crown of Corellia Dining Room,,,,,,,,,
whirlwind (chiss),Starship,,Chiss Ascendancy,,,,,,,,,
whisper bird,Shuttle,,Graf family,,,,,,,,,
whisperbird (chiss light cruiser),Light cruiser,,Chiss Ascendancy,,,,,,,,,
whistling bird,Explosive projectile,,Mandalorian,,,,,,,,,
white wampa ale,Alcoholic beverage,,Oga's Cantina,,,,,,,,,
wilco's company,Infantry,,Galactic Empire,,,,,,,"Castle Serenno, Serenno",,
wild bow,Composite bow,,Hunters of the Outer Rim,,,,,,,,,
wild wollina's animal adventures,Zoo,,Wollina's criminal syndicate,,,,,,,Hon-Tallos,,
wilderness fighter,Special forces,,Alliance to Restore the Republic,,,,,,,,,
wildfire,Infantry,,Galactic Republic,,,,,,,Naboo,,
willrow hood's living quarters,Quarters,,,,,,,,,"Cloud City, Bespin",,
wim's home,House,,,,,,,,,At Attin,,
windward chain,Island chain,,,,,,,,,Gem Cities of Kwenn,,
windy cliff,Cliff,,,,,,,,,"Grazing Fields, Toshara",,
wishful thinking,Shuttle,,Jedi Order,,,,,,,,,
witches horn,Cliff,,Nightsisters,,,,,,,"Strangled Cliffs, Dathomir",,
witches' staff,Staff,,Nightsisters,,,,,,,,,
witherbloom,Freighter,,Galactic Republic,,,,,,,,,
withrafisp road,Road,,Satrapy of Myrra,,,,,,,Akiva,,
wj-880 blinding helmet,Helmet,,Jedi Order,,,,,,,,,
womp rats club,Club,,Hunters of the Outer Rim,,,,,,,,,
wonto district,City district,,,,,,,,,"Mos Eisley, Tatooine",,
wonto district market,Bazaar,,,,,,,,,"Wonto District, Mos Eisley, Tatooine",,
wookiee council,Council,,Galactic Republic,,,,,,,,,
wookiee warrior,Wookiee infantry,,Galactic Republic,,,,,,,,,
wookiee-ookiee,Cookie,,Milk Stand,,,,,,,,,
world between worlds,Ethereal realm,,The Force,,,,,,,,,
wormie water,Beverage,,The Restraining Bolt,,,,,,,,,
wrath (space station),Space station,,Galactic Empire,,,,,,,,,
wrath battle group,Battle group,,Galactic Empire,,,,,,,Border between the Mid Rim and Outer Rim,,
wreck cluster,Debris field,,,,,,,,,Toshaal system,,
wreckers (saboteurs),Saboteur team,,Alliance to Restore the Republic,,,,,,,,,
wren stronghold,Stronghold,,Clan Wren,,,,,,,Krownest,,
wrist blaster,Blaster,,Confederacy of Independent Systems,,,,,,,,,
wroshyr mural,Memorial,,,,,,,,,Kashyyyk,,
wud-500 star yacht,Star yacht,,Alliance to Restore the Republic,,,,,,,,,
wurtz's fleet,Fleet,,Galactic Republic,,,,,,,Christoph system,,
wyl lark's squadron,Garrison (during Cerberon system campaign),,New Republic,,,,,,,"Troithe, Cerberon system",,
xa fel shipyards,Shipyard,,Galactic Empire,,,,,,,Xa Fel,,
xanaven's tempest,Tempest,,Nihil,,,,,,,,,
xet's necklace,Data crystal necklace,,Crimson Dawn,,,,,,,,,
xev's hideout,Space station,,Xrexus Cartel,,,,,,,,,
xia family,Family,Human,Land & Sky Corporation,,,,,,,,,
xiono family,Family,Human,New Republic,,,,,,,,,
xiri a'lbaran's starfighter,Starfighter,,E'ronoh's military,,,,,,,,,
xodlak family,Chiss family,Chiss,Ten Ruling Families,,,,,,,,,
xodlak fleet,Family fleet,,Chiss Ascendancy,,,,,,,,,
xouri family,Family,Evereni,,,,,,,,,,
xs-iv assault cannon,Assault cannon,,Gideon's Imperial remnant,,,,,,,,,
xt beetle transport,Transport,,Trade Federation,,,,,,,,,
xylan's quarters,Quarters,,Graf family,,,,,,,Lightning Crash,,
y 4,Starfighter,,Alliance to Restore the Republic,,,,,,,,,
y-wing scout bomber,Starfighter/Bomber,,Phoenix Cell,,,,,,,,,
yaddle's lightsaber,Single-blade,,Jedi Order,,,,,,,,,
yadeez,Bulk freighter,,Galactic Empire,,,,,,,,,
yaga minor shipyards,Shipyards,,Galactic Empire,,,,,,,Yaga Minor,,
yaga minor ubiqtorate base,Base,,Galactic Empire,,,,,,,Yaga Minor,,
yard (korvix vorn),Yard,,Nihil,,,,,,,Korvix Vorn,,
yarna d'al' gargan's tribe,Tribe,Askajian,,,,,,,,,,
yarrum desert,Desert,,,,,,,,,Yarrum,,
yarrum tower,Tower,,Yarrum Tower pirates,,,,,,,Yarrum,,
yarrum tower marketplace,Marketplace,,,,,,,,,"Yarrum Tower, Yarrum",,
yates's podracer,Repulsorcraft,,Yates,,,,,,,,,
yavin 4 special forces division,Special forces,,Alliance to Restore the Republic,,,,,,,,,
yavin's hope,Cruiser,,Alliance to Restore the Republic,,,,,,,,,
yeager's ship,Racer,,Team Fireball,,,,,,,,,
yekkabird,Patrol cruiser,,Galactic Republic,,,,,,,,,
yellow curry tip yip chicken salad,Salad,,Crown of Corellia Dining Room,,,,,,,,,
yerdua poison spitter drop,Non-alcoholic beverage,,Sublight Lounge,,,,,,,,,
yewl's guard,Special forces,,Galactic Empire,,,,,,,,,
yitabo government,Civilian government,,Galactic Republic,,,,,,,,,
yiv's battle forces,Military,,Nikardun Destiny,,,,,,,,,
yiv's gun,Gun,,Nikardun Destiny,,,,,,,,,
yobshrimp mix stew with swamp grains,Entrée dish,,Docking Bay 7 Food and Cargo,,,,,,,,,
yobshrimp noodle salad,Salad,,Docking Bay 7 Food and Cargo,,,,,,,,,
yocola azalus,Punch,,H'unn Cabaret Pit,,,,,,,,,
yoda's fighter,Starfighter,,Jedi Order,,,,,,,,,
yoda's lightsaber,Single-blade,,Jedi Order,,,,,,,,,
yoda's regiment,Infantry,,Galactic Republic,,,,,,,"Petranaki Arena, Geonosis",,
yoda's republic taskforce,Task force,,Galactic Republic,,,,,,,Kashyyyk,,
yoda's second lightsaber,Single-blade,,Jedi Order,,,,,,,,,
yoda's squad,Infantry,,Galactic Republic,,,,,,,"Petranaki Arena, Geonosis",,
yoda's squad (rugosa),Infantry,,Galactic Republic,,,,,,,Rugosa,,
yomo council,Council,,Shiortuun Syndicate,,,,,,,,,
yord fandar's lightsaber,Single-blade,,Jedi Order,,,,,,,,,
yost system fleet,Fleet,,Galactic Empire,,,,,,,Yost system,,
youngling care space station,Space station,,Galactic Society of Creature Enthusiasts,,,,,,,,,
yub nub,Cocktail,,Oga's Cantina,,,,,,,,,
zab's squad,Infantry,,Alliance to Restore the Republic,,,,,,,,,
zadina mkampa's sith holocron,Holocron,,Sith,,,,,,,,,
zagyar's blaster,Blaster rifle,,Nihil,,,,,,,,,
zakku rain cartel,Crime syndicate,,Batalla's outlaws,,,,,,,,,
zaly shield,Shield,,Confederacy of Independent Systems,,,,,,,,,
zap rod,Melee weapon,,Galactic Empire,,,,,,,,,
zeen mrala's quarters,Quarters,,,,,,,,,Starlight Beacon,,
zeetar's tempest,Tempest,,Nihil,,,,,,,,,
zepher's shop,Starship depot,,Jedi Order,,,,,,,Dedoon,,
zerek besh,Criminal syndicate (cover),,Galactic Empire (secretly),,,,,,,,,
zero-g special,Beverage,,Aunt Z's Tavern,,,,,,,,,
zeta-class shuttle,Shuttle,,Galactic Empire,,,,,,,,,
zeva bliss's centurion-class battlecruiser,Battlecruiser,,Spice Runners of Kijimi,,,,,,,,,
zia's lightsaber,Single-bladed lightsaber,,Jedi Order,,,,,,,,,
zian (street food stall),Street food stall,,,,,,,,,"Myrra, Akiva",,
zillo tank,Tank,,Galactic Empire,,,,,,,,,
ziro the hutt's criminal organization,Criminal syndicate,,Hutt Clan,,,,,,,,,
zoochberry surprise,Dessert,,Tuggs' Grub,,,,,,,,,
zoological academy,Academy,,,,,,,,,Alderaan,,
zoulshaus,Nightclub,,,,,,,,,Galator III,,
zssik clan,Mercenary clan,,Galactic Empire,,,,,,,,,
zuckuss' clan,Clan,Gand,,,,,,,,,,
zukkel,Physical currency,,,,,,,,,Jedha,,
zv-9 freighter,Freighter,,New Republic,,,,,,,,,
zyboh key,Island,,,,,,,,,"Windward Chain, Gem Cities of Kwenn",,
zygerrian energy bow,Crossbow,,Zygerrian Slave Empire,,,,,,,,,
zygerrian slave empire,Empire,,Confederacy of Independent Systems,,,,,,,,,
zyle's shuttle,Shuttle,,Nihil,,,,,,,,,
mse series,,,Galactic Republic,Masculine programming,,,,,,,,Repair droid
tanandra frullich,,,Scoggan,Feminine programming,,,,,,,,Comm Virus
avenger,,Human,First Order,,,,,,,,,
backdraft,,Human,First Order,Male,He/him,Black,Light,,,,,
backstabber,,Human (Corellian),Galactic Empire,Male,,,,Corellia,"0 BBY, Yavin system",,,
blackout,,Human,First Order,,,,,,,,,
breach,,Human,First Order,,,,,,,,,
chaser,,Human,Galactic Empire,,,,,,,,,
duchess,,Human,Galactic Empire,Female,,Brown,Light,,,,Green,
ember,,Human,First Order,,They/them,Brown,Light,,,,Brown,
grudge,,Human,First Order,,,,,,,,,
holo,,Human,First Order,Non-binary,They/them,Brown,Light,,,,Brown,
longshot,,Human,First Order,,,,,,,,,
midnight,,Human,First Order,Male,He/him,Dark blonde,Fair,,,,,
muse,,Human,First Order,,She/her,,,,,,,
nightfall,,Human,First Order,,,,,,,,,
null,,Human,First Order,,,,,,,,,
pure sabacc,,Human,Galactic Empire,Male,,Red,Light,,,,Grey,
quickdraw,,Human,First Order,Female,She/her,Dark blonde,Light,,,,,
recoil,,Human,First Order,,,,,,,,,
rush,,Human,First Order,,,,,,,,,
static,,Human,First Order,,,,,,,,,
vizier,,Human,Galactic Empire,,,,,,,,,
wampa,,Human,Galactic Empire,,He/him,,,,,,,
whirlwind,,Human,First Order,,,,,,,,,
wrath,,Human,First Order,,,,,,,,,
youngster,,Human,Galactic Empire,,,,,,,,,
1138 (first order),,Human,First Order,,,,,,,,,
1151,,Human (clone),Galactic Republic,Male,He/him,"Black, later red",Tan,Kamino,,,Brown,
224 (coruscant security force),,Human,Galactic Republic,,,,Light,,"Between 20 and 19 BBY,",,,
3-6,,Human,Galactic Empire,,,,,,"1 BBY,",,,
3-9,,Human,Galactic Empire,,,,Light,,2 BBY,,Brown,
7173,,Human,Galactic Empire,,,,,,"14 BBY,",,,
8123,,Humanoid,Benelex Marshal Service,,,,,,,,,
926,,Human,First Order,,He/him,,,,,,,
a'koba,,Tusken Raider,,Male,He/him,,,Tatooine,,,,
a'lbaran,,Human,,Male,He/him,White,,E'ronoh,,,,
a'shar farless,,Human,Galactic Empire,Male,,Black,Brown,,,,Black,
a'vor,,Tusken Raider,,Male,He/him,,,Tatooine,,,,
a'vor's twin,,Tusken Raider,,Male,,,,Tatooine,,,,
a'yark,,Tusken Raider,,,,,,Tatooine,,,,
aaila,,Human,,Female,She/her,,,,,,,
aang,,Roonan,Galactic Republic,,He/him,,Gray,,,,Blue,
aarton chireen,,Human,Resistance,Male,He/him,Black,Tan,Jaymir,,,Brown,
aayla secura,,Twi'lek (Rutian),Jedi Order,Female,She/her,,Blue,Ryloth,"19 BBY, Felucia",,Hazel,
ab'begh,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
ab'begh's caregiver,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
abadoo,,Hoover,Maz Kanata's pirate crew,Male,He/him,,Light Brown,,,,Black,
abda,,Kage,Path of the Open Hand,Female,She/her,,Pale grey,Quarzite,"382 BBY, E'ronoh",,Pink,
abda's brother,,Kage,,Male,,,,Quarzite,,,,
abda's parents,,Kage,,,,,,Quarzite,,,,
abediah viess,,Mirialan,Viess's army,Female,She/her,Black,Green (with black tattoos),Sarumo,,,Blue,
abednedo (planet),,Abednedo,Galactic Republic,,,,,,,,,
aber,,A species,,,She/her,,,,,,,
able nereno,,Rodian,Alliance to Restore the Republic,Male,,,,,"4 ABY, Redemption, Endor system",,,
abrion sector,,Ukians,Galactic Republic,,,,,,,,,
abrish,,Muun,MaDall's empire,Male,,,Green,,,,Gold,
acantha,,Nephran,Norikus gang,,She/her,,,,,,,
ace kallisto,,Human,Ace Kallisto's crew,Female,She/her,Light gray,Light,Rex Strata,,,Green-yellow,
achk med-beq,,Human,,,,Black,Dark,,,,Brown,
ackbar family,,Mon Calamari,Mon Calamari monarchy,,,,,,,,,
ackmena,,Human,Chalmun's Spaceport Cantina,Female,She/her,Gray,Light,,,,,
ackmora,,Mon Calamari,Jedi Order,Male,He/him,,Green,Mon Cala,,,,
ad-2508,,Human,First Order,,,,,,,,,
ada-li carro,,Human,Jedi Order,Female,She/her,White,Light,,"228 BBY, Palagosal",,Brown,
adame,,Human,Alliance to Restore the Republic,Male,,,,,,,,
adampo,,Yarkora,Jedi Order,,He/him,Blond,,,"228 BBY, Inad Komesh",,,
adar tallon,,Human,Galactic Republic,,He/him,Black,Light,,,,Blue,
addar,,Human,Church of the Force,,He/him,,,,,,,
addar's mother,,Human,Church of the Force,Female,,,,,,,,
adea rite,,Human,Galactic Empire,Female,She/her,,,Corellia,"5 ABY,",,,
adelaide tagge,,Human,Tagge Corporation,,,Blonde,Pale,,,,,
aderat,,Human,First Order,Male,He/him,Blond,Pale,,,,,
adi gallia,,Tholothian,Jedi Order,Female,She/her,none,Dark (with a blue hue),Coruscant,"19 BBY, Florrum",,Blue,
adlee,,Ottegan,,Female,,,,,,,,
adnama,,Human,,,,Pink,Light,,,,,
adomo,,Fathier,,Female,,,,,,,,
adrialla,,Human,Eiram government,Female,She/her,,Brown,Eiram,,,Brown,
adwin charu,,Human,Red Key Raiders,Male,He/him,,,,,,,
ady sun'zee,,Mirialan,Jedi Order,Female,She/her,,Purple (with purple tattoos),,,,Green,
aebal,,Rodian,Jedi Order,,He/him,,,,"230 BBY, Valo",,,
aeliar,,Human,Alliance to Restore the Republic,Female,She/her,Blonde,Light,,,,Blue,
aemon gremm,,Hylobon,Crimson Dawn,Male,He/him,Orange,Grey,,"10 BBY, Savareen",,Black,
aeos prime,,Aeosian,Alliance to Restore the Republic,,,,,,,,,Terrestrial
aero,,Human,Galactic Empire,,,,,,,,,
affadar,,T'Laeem,Galactic Empire,,,,,,,,,
affanar,,Ho'Din,Nihil,,,,Yellow-green,,"229 BBY, Ballum",,Black,
affie hollow,,Human,Byne Guild,Female,She/her,Brown,Tan,,,,,
affie hollow's father,,Human,Byne Guild,Male,He/him,,,,"By 232 BBY, Amaxine space station",,,
affie hollow's mother,,Human,Byne Guild,Female,,,,,"By 232 BBY, Amaxine Space Station",,,
afflas,,Zeltron,,Female,,,,,,,,
aftab ackbar,,Mon Calamari,Mon Calamari monarchy,Male,He/him,,Beige,Mon Cala,,,Gold,
aga (imperial),,Human,Galactic Empire,Female,,White,Light,,,,Blue,
agaris,,Agarian (adopted),Galactic Empire,,,,,,,,,
agen kolar,,Zabrak (Iridonian),Jedi Order,Male,He/him,Black,Dark,Coruscant,"19 BBY,",,Brown,
aggadeen,,Human,Galactic Empire,Male,He/him,,Fair,,"Sometime after the Assault on Cymoon, Coruscant",,Blue,
agira,,Imroosian,House of Organa,Female,She/her,Brown,White,Imroosia,,,Brown,
agnon,,Human,New Republic,Male,,Black,Light,,,,Gray,
agon,,Ridlay species,,,,,Blue-gray,Ridlay,,,Black,
agrippa aldrete,,Human,Galactic Republic,Male,He/him,Gray,Light,,,,Blue,
agruss,,Zygerrian,Zygerrian Slave Empire,Male,He/him,Blue,Gray,Zygerria,"20 BBY,",,Brown,
ahch-to,,Lanai,Jedi Order,,,,,,,,,
ahmar,,Ahmar's species,Jedi Order,,He/him,,Green and tan,,"19 BBY, Nur",,Yellow,
ahoec,,Mon Calamari,,Female,She/her,,,,,,,
ahr,,Human,Galactic Empire,Male,He/him,Gray,Light,,"c. 2 BBY, Kankalo Belt Containment Zone",,Brown,
ahr's subordinate,,Human,Galactic Empire,,,Brown,Light,,"c. 2 BBY, Kankalo Belt Containment Zone",,Brown,
ahsoka tano,,Togruta,Jedi Order,Female,She/her,,Orange (with white markings and blue stripes),Shili,"20 BBY, Mortis",,Blue,
ahsoka tano's howler,,Howler,Thrawn's forces,,,Brown,,Peridea,,,,
ahsoka's informant,,Anx,,,,,Tan,,,,Black,
ai-dan yelooc,,Human,Jedi Order,Male,,Blond with a blue streak,Light,,,,,
aida forte,,Nikto (Kadas'sa'Nikto),Jedi Order,Female,She/her,,Green,,"382 BBY, Dalna",,,
aika lars,,Human,,Female,,,,,Prior to 22 BBY,,,
aila bren,,Human,,,She/her,Red,Light,,,,Brown,
ailish,,Tarlafar,,Female,She/her,White,Pink,,,,,
ainlee teem,,Gran,Galactic Republic,,,,Tan,Malastare,,,Green,
aiolin astarte,,Human,Galactic Empire,Female,She/her,Blonde,Light,Celanon,"0 ABY, Shu-Torun",,Blue,
aira,,Iakaru,,,,Brown,Light,,,,Yellow,
airen cracken,,Human,Alliance to Restore the Republic,,He/him,Graying,Fair,Contruum,,,Sea-green,
airo,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,"c. 22 BBY, Abrion Major",,Brown,
ak-mal,,Weequay,Desilijic,,He/him,,,Sriluur,,,,
ak-rev,,Weequay,Max Rebo Band,Male,He/him,Brown,Brown,Sriluur,,,,
ak-rev's clan mother,,Weequay,,Female,,,Brown,,,,,
akar duel,,Duros,,Male,,,Green,,,,Red,
akar-deshu,,Mahran,Jedi Order,Male,,Blue,,,"19 BBY,",,Golden,
akenathen tandin,,Human (Onderonian),Royal Court of Onderon,Male,He/him,Gray,Tan,Onderon,,,Green,
akiva,,Ahia-Ko,Trade Federation,,,,,,,,,
akkani,,Eopie,,,,,,Tatooine,,,,
akko,,Human,Jabba's criminal empire,Male,,Brown,Dark,,,,Brown,
akray,,Nazzar,,Female,She/her,Brown fur,,,,,,
aks moe,,Gran,Congress of Malastare,,He/him,,Orange-yellow,Malastare,Between 24 BBY and 22 BBY,,Black,
aksali noll,,Human,Starfallers,Female,She/her,,,,,,,
akshaya ponta,,Human,,Female,she/her,Black,Dark brown with red undertones,Skuhl,"Around 4 BBY,",,,
aksind,,Human,Galactic Empire,Male,,,,,"2 BBY, Darkhawk",,,
aktropaw,,Zabrak (Dathomirian),Nightsisters,Female,She/her,,White (with black markings),Peridea,,,Black,
akuna family,,Human,Jedi Order,,,,,,,,,
al,,Human,Team Colossus,Male,He/him,Gray,Light,Castilon,,,Dark,
al'iastov's former caregiver,,Chiss,Chiss Ascendancy,Female,,,,,,,,
alabash (officer),,Human,Canto Bight Police Department,Male,,,,,,,,
alak,,Human,Maz Kanata's pirate crew,Male,He/him,,Tan,,By 229 BBY,,Brown,
alay thurya,,Twi'lek,Jedi Order,,,,Purple,,,,,
alayus bolandin,,Human,Galactic Empire,Male,,Brown,Light,,,,Blue,
albee,,Abednedo,Resistance,,,,,,,,,
albee dewaw,,A species,Balnab,Male,,,,Balnab,,,,
albrekh,,Symeong,First Order,Male,He/him,Brown,Fair,,,,,
alcida-auka,,Lanai,Caretakers,Female,She/her,,Gray and white,Ahch-To,,,Blue,
alcida-auka's mother,,Lanai,Caretakers,Female,,,,Ahch-To,,,,
aldar beedo,,Glymphid,,Male,,,"Yellow, blue, gray, beige",Ploo II,,,Orange,
aldic nelleer,,Human,Skungy Gungus and the Refractors,,She/her,Black,Dark,,,,,
alecia beck,,Human,Galactic Empire,Female,She/her,Blonde,Light,,,,Blue,
aleen,,Aleena,Infinite Empire,,,,,,,,,Terrestrial
alees june,,Tholothian,,Female,She/her,,Cream,,,,,
alexsandr kallus,,Human (Coruscanti),Galactic Empire,Male,He/Him,"Light brown,",Light,Coruscant,,,Amber,
alfar sholt,,Human,,,,Brown,Light,,"3 ABY, Cantonica",,,
alfren cheno,,Human,Galactic Empire,Male,,,,,,,,
alfris sotin,,Fiumarian,,Male,He/him,,Pale pink,,,,White,
alger denholm,,Human,Galactic Empire,Male,He/him,,Light,,"During the Imperial Era, Exactor",,,
algron,,Quarren,,Male,,,Purple,,,,Blue,
ali'ane,,Lupr'or,,Female,,Gray,Light green,,,,Light green,
ali'ane's great granddaughter,,Lupr'or,,female,,Black,Green,Luprora,,,Gray,
alin eerin,,Mon Calamari,Data Seekers,Female,,,Brown,,,,Yellow,
alinka aloo,,Human,Galactic Empire,Female,,,Pale,Coruscant,,,,
alirya,,Human,Path of the Open Hand,Female,She/her,Red-brown,,,,,,
aliss,,Pantoran,Galactic Republic,,She/her,,,,,,,
alissyndrex delga cantonica provincion,,Idalowd,Canto Casino and Racetrack,Female,She/her,,Light purple,Cantonica,,,,
alistar sinclar,,Human,Proam Avenue Citizen Assistance,Male,,,,Coruscant,,,,
alk ol nojj,,Phydolon,,,,,,,"Killed by the ""Executioner""",,,
allie samta,,Human,Resistance,,She/her,Dark,Light,,,,,
allium,,Allium's species,,,He/him,White,Green,,,,Green,
alluv eyam,,Neimoidian,Cato Neimoidian government,Male,He/him,,,,,,,
almec,,Human,New Mandalorians,Male,He/him,Blond,Light,Mandalore,"19 BBY,",,Purple,
almighty sarlacc,,Sarlacc,,,,,,Tatooine,"9 ABY,",,,
almudin,,Human,Galactic Empire,Male,He/him,Black (graying),Tan,,,,Brown,
alois akrone,,Human,Galactic Empire,Male,,,,,Prior to 0 ABY,,,
alonso san tekka,,Human,Galactic Republic,Male,He/him,Dark,Tan,,"382 BBY, Hon-Tallos",,,
aloo family,,Human,Galactic Empire,,,,,,,,,
alora,,Human,,Female,She/her,Brown,Light,,,,Blue,
alorg,,Lo's species,Flesh Mongers,Male,,,Green,,,,Black,
alorium,,Falleen,Black Sun,Male,,,,,,,,
alpha trawler,,Human,,,He/him,Dark brown,Light,,,,,
alrich wren,,Human,Mandalorian resistance,Male,He/him,"Dark brown, slightly graying",Tan,Krownest,"Between 4 ABY and 5 ABY, Mandalore",,Brown,
alrrark,,Wookiee,,Male,,,,Kashyyyk,,,,
alster grove,,Human,Galactic Empire,Male,He/him,,,,Prior to 5 ABY,,,
altadan igar,,Human,Galactic Republic,Male,He/him,Brown,Light,Celes IV,,,Blue,
althea,,Sephi,Isobe royal family,Female,,,,Isobe,"Between 4 BBY and 2 BBY,",,,
althin,,Rodian,Gimm sisters' orphanage,Male,He/Him,,,Jedha,,,Black,
alton kastle,,Human,Galactic Empire,Male,,Brown,Light,,,,Blue,
alva brenne,,Human,Galactic Empire,Female,,Blonde,Light,,"14 BBY,",,Blue,
alxa kress,,Anomid,Jedi Order,Male,He/him,,,,,,,
alyla cylone,,Nothoiin,Alliance to Restore the Republic,Female,,,Gold,,,,Brown,
alyord smythe,,Human,Galactic Empire,,,,,,c. 4 ABY,,,
alys ongwa,,Human (Corellian),Supreme Coronet City Diplomat Protection,Female,She/her,Pink,Light,Corellia,,,,
alyson,,Human,,Female,,Brown,Light,,,,Brown,
alzoc iii,,Talz,Galactic Empire,,,,,,,,,Terrestrial
am-501,,Human,First Order,Female,,,,,,,,
amadeo azzazzo,,Human,Jedi Order,Male,He/him,Black,Tan,,,,Amber,
amaiza foxtrain,,Human,,Female,,White,Light,,,,Amber,
amalak,,Human,,Male,,Dark,Light,,,,,
amanaman,,Amani,Jabba's criminal empire,Male,He/him,,Yellow and green,Maridun,,,Red,
